...1,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,Short ref,Full ref,coordinateX-WGS84,coordinateY-WGS84
729,Pipistrellus_pipistrellus,CriticalFeedingAreasHedgerows,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
730,Pipistrellus_pipistrellus,CriticalFeedingAreasOrchard,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
731,Pipistrellus_pipistrellus,CriticalFeedingAreasShrubland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
732,Pipistrellus_pipistrellus,CriticalFeedingAreasOpenHabitat,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
733,Pipistrellus_pipistrellus,CriticalFeedingAreasUrbanParKGarden,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
734,Pipistrellus_pygmaeus,CriticalFeedingAreasForest,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
735,Pipistrellus_pygmaeus,CriticalFeedingAreasWoodedRiparianHabitat,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
736,Pipistrellus_pygmaeus,CriticalFeedingAreasWetland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
737,Pipistrellus_pygmaeus,CriticalFeedingAreasWaterBodies,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
738,Pipistrellus_pygmaeus,CriticalFeedingAreasGrassland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
739,Pipistrellus_pygmaeus,CriticalFeedingAreasHedgerows,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
740,Pipistrellus_pygmaeus,CriticalFeedingAreasOrchard,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
741,Pipistrellus_pygmaeus,CriticalFeedingAreasShrubland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
742,Pipistrellus_pygmaeus,CriticalFeedingAreasOpenHabitat,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
743,Pipistrellus_pygmaeus,CriticalFeedingAreasUrbanParKGarden,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
744,Plecotus_auritus,CriticalFeedingAreasForest,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
745,Plecotus_auritus,CriticalFeedingAreasWoodedRiparianHabitat,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
746,Plecotus_auritus,CriticalFeedingAreasWetland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
747,Plecotus_auritus,CriticalFeedingAreasWaterBodies,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
748,Plecotus_auritus,CriticalFeedingAreasGrassland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
749,Plecotus_auritus,CriticalFeedingAreasHedgerows,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
750,Plecotus_auritus,CriticalFeedingAreasOrchard,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
751,Plecotus_auritus,CriticalFeedingAreasShrubland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
752,Plecotus_auritus,CriticalFeedingAreasOpenHabitat,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
753,Plecotus_auritus,CriticalFeedingAreasUrbanParKGarden,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
754,Plecotus_austriacus,CriticalFeedingAreasForest,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
755,Plecotus_austriacus,CriticalFeedingAreasWoodedRiparianHabitat,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
756,Plecotus_austriacus,CriticalFeedingAreasWetland,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
757,Plecotus_austriacus,CriticalFeedingAreasWaterBodies,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
758,Plecotus_austriacus,CriticalFeedingAreasGrassland,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
759,Plecotus_austriacus,CriticalFeedingAreasHedgerows,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
760,Plecotus_austriacus,CriticalFeedingAreasOrchard,Y,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
761,Plecotus_austriacus,CriticalFeedingAreasShrubland,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
762,Plecotus_austriacus,CriticalFeedingAreasOpenHabitat,N,NA,NA,NA,Expert_evaluation,NA,NA,NA,NA,NA,Europe,Kyheröinen et al. (2019),"Kyheröinen, E.M., Aulagnier, S., Dekker, J., Dubourg-Savage, M.-J.,  Ferrer, B., Gazaryan, S., Georgiakakis, P., Hamidovic, D., Harbusch, C., Haysom, K., Jahelková, H., Kervyn, T., Koch, M., Lundy, M., Marnell, F., Mitchell-Jones, A., Pir, J., Russo, D., Schofield, H., Syvertsen, P.O. & Tsoar, A. (2019) Guidance on the conservation and management of critical feeding areas and commuting routes for bats. EUROBATS Publication Series No. 9. UNEP/EUROBATS Secretariat, Bonn, Germany, 109 pp.",NA,NA,NA,NA,NA,NA,NA
